Field,Value
"comfyanonymous,Alexander Brown",1
"Svein Ove Aas,comfyanonymous",1
"TTPlanetPig,comfyanonymous",1
"Vladislav,comfyanonymous",1
"Xrvk,comfyanonymous",1
"YAN Wenkun,comfyanonymous",1
"Yukimasa Funaoka,comfyanonymous",1
"Yurii Mazurevich,comfyanonymous",1
"Zoltán Dócs,comfyanonymous",1
"Silversith,ltdrdata",1
"Shiimizu,Dmytro Mishkin",1
"Robin Huang,filtered",1
"Robin Huang,pythongosssss",1
"Robin Huang,comfyanonymous",1
"Robin Huang,Chenlei Hu",1
"Jukka Seppänen,maedtb",1
"Jorge Campo,comfyanonymous",1
"comfyanonymous,Jonathan Avila",1
"comfyanonymous,Michael Poutre",1
"comfyanonymous,HishamC",1
"comfyanonymous,Guo Y.K",1
"comfyanonymous,Jairo Correa",1
"comfyanonymous,Jake D",1
"comfyanonymous,Jedrzej Kosinski",1
"comfyanonymous,Jacob Segal",1
"ljleb,comfyanonymous",1
"flyingshutter,mligaintart",1
"enzymezoo-code,comfyanonymous",1
"filtered,comfyanonymous",1
"comfyanonymous,藍+85CD",1
"comfyanonymous,喵哩个咪",1
"comfyanonymous,kk-89",1
"comfyanonymous,sALTaccount",1
"comfyanonymous,logtd",1
"comfyanonymous,ltdrdata",1
"comfyanonymous,Pam",1
"comfyanonymous,MoonRide303",1
"comfyanonymous,Robin Huang",1
"comfyanonymous,Silversith",1
"comfyanonymous,Svein Ove Aas",1
"comfyanonymous,TTPlanetPig",1
"pythongosssss,Karun",1
"pythongosssss,FizzleDorf",1
"omar92,mligaintart",1
"mligaintart,sALTaccount",1
"missionfloyd,EllangoK",1
"masterpiecebestquality,comfyanonymous",1
"mezzo-anon,Jairo Correa",1
"missionfloyd,BlenderNeko",1
"mara,comfyanonymous",1
"sALTaccount,flyingshutter",1
"pythongosssss,xss",1
"reaper47,comfyanonymous",1
"zhangp365,comfyanonymous",1
"yoinked,comfyanonymous",1
"zhoufan2956,comfyanonymous",1
"藍+85CD,EllangoK",1
,
Committer Timezone Distribution,Unique Timezones: 19
Timezone,Commits
+00:00,118
+01:00,115
+02:00,66
+03:00,5
+04:00,1
+05:00,1
+05:30,3
+06:00,1
+07:00,12
+08:00,19
+09:00,23
+10:00,9
+11:00,2
-03:00,26
-04:00,1779
-05:00,1030
-06:00,18
-07:00,32
-08:00,13
,
Contributors Experience,Average across 1119 files: 96.78%
File,Top Contributor Share (%)
LICENSE,100.00
comfy/k_diffusion/augmentation.py,100.00
comfy/k_diffusion/config.py,100.00
comfy/k_diffusion/evaluation.py,100.00
comfy/k_diffusion/external.py,100.00
comfy/k_diffusion/gns.py,100.00
comfy/k_diffusion/layers.py,100.00
comfy/k_diffusion/models/__init__.py,100.00
comfy/k_diffusion/models/image_v1.py,100.00
comfy/k_diffusion/utils.py,100.00
