Field,Value
"hiyouga,S3Studio",2
"hiyouga,Katehuuh",2
"hiyouga,Jianbai Ye",2
"hiyouga,0xez",2
"hiyouga,Aleksandr",2
"hiyouga,-.-",2
"hiyouga,Eli Costa",2
"codemayq,hoshi-hiyouga",2
"fzc8578,Zhangchi Feng",2
"Kourosh Hakhamaneshi,hiyouga",2
"hiyouga,tastelikefeet",2
"hiyouga,stephen",2
"Katehuuh,hiyouga",2
"Arthur Kim,hiyouga",1
"Amirreza A,hoshi-hiyouga",1
"A-Cepheus,hoshi-hiyouga",1
"ShaneTian,hiyouga",1
"Oscar,hiyouga",1
"MengqingCao,hzhaoy",1
"Liuww,hiyouga",1
"Marco,hiyouga",1
"Shaowen Wang,hiyouga",1
"SamgeShao,hiyouga",1
"KUANGDD,hoshi-hiyouga",1
"Lian Junhong,hoshi-hiyouga",1
"Jianbai Ye,hoshi-hiyouga",1
"Jianbai Ye,hiyouga",1
"HardAndHeavy,hoshi-hiyouga",1
"HardAndHeavy,hiyouga",1
"Haian Huang(深度眸),Zhangchi Feng",1
"HJ,hoshi-hiyouga",1
"Erich Schubert,hoshi-hiyouga",1
"Fallen Angel,Johann-Peter Hartmann",1
"Dristanta Das,hiyouga",1
"Ehco,hiyouga",1
"Eric Tang,Noah",1
"Johann-Peter Hartmann,hiyouga",1
"Junu Moon(Fran),hiyouga",1
"JieShen,hoshi-hiyouga",1
"BUAADreamer,shing100",1
"Chengcheng Pei,Kingsley",1
"Zxilly,Ricardo",1
"Zhangchi Feng,zhuHQ",1
"ZeyuTeng96,hiyouga",1
"Zhangchi Feng,HJ",1
"YC Chen,hiyouga",1
"Xiaosu Zhu,hoshi-hiyouga",1
"Yanqing,hiyouga",1
"hiyouga,mMrBun",1
"hiyouga,zhubin",1
"hiyouga,zhaohu xing",1
"hiyouga,mrhan1993",1
"hiyouga,wangdepeng",1
"hiyouga,lvzi",1
"hiyouga,JJJJerry",1
"hiyouga,Johnny",1
"hiyouga,Kingsley",1
"d,hoshi-hiyouga",1
"beat4ocean,hiyouga",1
"enji.zhou,hoshi-hiyouga",1
"faddddeout,hiyouga",1
"billvsme,hiyouga",1
"cx2333,hiyouga",1
"hiyouga,Yimi81",1
"hiyouga,fenglui",1
"fenglui,yhyu13",1
"fanjunliang,hiyouga",1
"hiyouga,Byron Hsu",1
"fzc8578,hoshi-hiyouga",1
"hiyouga,Jinghuan Shang",1
"hoshi-hiyouga,leo-pony",1
"hoshi-hiyouga,menibrief",1
"hoshi-hiyouga,Haian Huang(深度眸)",1
"liuzc,hiyouga",1
"ldwang,hiyouga",1
"khazic,Lao",1
"khazic,HardAndHeavy",1
"hoshi-hiyouga,zhuHQ",1
"hoshi-hiyouga,steveepreston",1
"juejuezi,hoshi-hiyouga",1
"hiyouga,zxbsmk",1
"hoshi-hiyouga,SrWYG",1
"hoshi-hiyouga,Ritesh Goru",1
"hoshi-hiyouga,Noah",1
"hoshi-hiyouga,Yueqi Song",1
"hoshi-hiyouga,codingma",1
"hoshi-hiyouga,Ze-Yi LIN",1
"samge,hiyouga",1
"niuba,hiyouga",1
"tao.jun,hoshi-hiyouga",1
"superboy-zjc,hoshi-hiyouga",1
"stephen_zhu,hiyouga",1
"stephen,stephen_zhu",1
"stephen,hiyouga",1
"stceum,hoshi-hiyouga",1
"stceum,hiyouga",1
"sliderSun,codingma",1
"sirui.li,hoshi-hiyouga",1
"mmbwf,hiyouga",1
"ybyang,hoshi-hiyouga",1
"tastelikefeet,hiyouga",1
"yhyu13,hoshi-hiyouga",1
"yhyu13,hiyouga",1
"yuze.zyz,tastelikefeet",1
"zhaonx96,hiyouga",1
,
Committer Timezone Distribution,Unique Timezones: 15
Timezone,Commits
+00:00,107
+01:00,16
+02:00,12
+03:00,5
+03:30,1
+05:30,1
+07:00,6
+08:00,2529
+09:00,10
-03:00,5
-04:00,6
-05:00,2
-06:00,1
-07:00,4
-08:00,5
,
Contributors Experience,Average across 635 files: 89.24%
File,Top Contributor Share (%)
.gitattributes,100.00
LICENSE,100.00
data/alpaca_data_en_52k.json.REMOVED.git-id,100.00
data/alpaca_data_zh_51k.json.REMOVED.git-id,100.00
data/alpaca_gpt4_data_en.json.REMOVED.git-id,100.00
data/alpaca_gpt4_data_zh.json.REMOVED.git-id,100.00
data/comparison_gpt4_data_en.json.REMOVED.git-id,100.00
data/comparison_gpt4_data_zh.json.REMOVED.git-id,100.00
data/example_dataset/example_dataset.py,100.00
data/example_dataset/examples.json,100.00
