Field,Value
"cushon,lowasser",2
"edric,cpovirk",2
"fry@google.com,cgruberatgoog",2
"benyu,glorioso",2
"cgdecker,ralucaradu",2
"cgdecker,mscherer",2
"cgruber,cpovirk",2
"cnsun,cpovirk",2
"clm,sergeyv",2
"clm,cgdecker",2
"XenoAmess,cpovirk",2
"cpovirk,Chaoren Lin",2
"Colin Decker,Christian Edward Gruber",2
"Google Java Core Libraries,Andrey Turbanov",2
"Colin Decker,Andrey Turbanov",2
"XenoAmess,Google Java Core Libraries",2
"Vincent Privat,https://github.com/WilliamCollishaw",2
"William Collishaw,Vincent Privat",2
"Google Java Core Libraries,lowasser",2
"Liam Miller-Cushon,Sam Gammon",2
"cgdecker,jnyman",2
"cgdecker,kevinb",2
"cgdecker,William Collishaw",2
"cgruberatgoog,Charles Fry",2
"Tiramisu Mokka,cpovirk",2
"cgdecker,Chris Povirk",2
"William Collishaw,cgdecker",2
"clap,Tiago Grosso",2
"Chris Povirk,Kurt Kluever",2
"gridman,cpovirk",2
"ghm,cpovirk",2
"glorioso,diamondm",2
"irogers,cpovirk",2
"cpovirk,Colin Decker",2
"cpovirk,Stephan Schroevers",2
"cpovirk,benyu",2
"cpovirk,tobe",2
"cpovirk,yorick",2
"cpovirk,diamondm",2
"cpovirk,dpb",2
"cpovirk,chriscallahan",2
"cpovirk,Stefan Haustein",2
"cpovirk,Jonathan Bluett-Duncan",2
"cpovirk,Kurt Alfred Kluever",2
"diamondm,cgdecker",2
"cpovirk,sergeyv",2
"dpb,moodysalem",2
"dpb,cgdecker",2
"jrtom,jnyman",2
"jnyman,madrake",2
"kak,dpb",2
"fry@google.com,guava.mirrorbot@gmail.com",2
"lowasser,cgdecker",2
"components-release,components-build",1
"cgdecker,Joshua O'Madadhain",1
"cnsun,lowasser",1
"cgdecker,Arend v. Reinersdorff",1
"cberry,jart",1
"cgdecker,Liam Miller-Cushon",1
"bhagwani,lowasser",1
"Grzegorz Rożniecki,turbanoff",1
"Elliotte Rusty Harold,cpovirk",1
"Jonathan Bluett-Duncan,cpovirk",1
"Jochen Schalanda,cgdecker",1
"Joshua O'Madadhain,cgdecker",1
"Chris Povirk,cpovirk",1
"Certseeds,dependabot[bot]",1
"Jendrik Johannes,cpovirk",1
"Sean C. Sullivan,elharo",1
"Sam Gammon,dependabot[bot]",1
"Michael Vorburger,Chaoren Lin",1
"Milan Mimica,cushon",1
"Michael Ernst,diamondm",1
"Varun Sharma,dependabot[bot]",1
"Tanghd,cgdecker",1
"Thomas Beutler,cpovirk",1
"jasexton,kak",1
"jasexton,dpb",1
"jart,cberry",1
"guava.mirrorbot@gmail.com,kevinb@google.com",1
"glorioso,cushon",1
"gak,kak",1
"gridman,lukes",1
"emcmanus,cpovirk",1
"diamondm,cpovirk",1
"dependabot[bot],cpovirk",1
"eaftan,ronshapiro",1
"dependabot[bot],Sam Gammon",1
"cpovirk,michaelthomas",1
"cpovirk,kstanger",1
"cpovirk,svas",1
"cushon,Michael Ernst",1
"cpovirk,jasexton",1
"cpovirk,dependabot[bot]",1
"lowasser,Jonathan Bluett-Duncan",1
"kak,glorioso",1
"jasexton,ronshapiro",1
"kstanger,cgdecker",1
"kevinb,cgdecker",1
"lukes,benyu",1
"peteg,cpovirk",1
"peteg,cgdecker",1
"moffitt,jasexton",1
"martinrb,kak",1
"sunxin,cpovirk",1
"ronshapiro,kevinb",1
"svas,cpovirk",1
"xingx,magdaz",1
,
Committer Timezone Distribution,Unique Timezones: 6
Timezone,Commits
+00:00,490
-04:00,2037
-05:00,1387
-06:00,2
-07:00,1970
-08:00,957
,
Contributors Experience,Average across 4877 files: 79.03%
File,Top Contributor Share (%)
COPYING,100.00
src/com/google/common/util/concurrent/DaemonThreadFactory.java,100.00
src/com/google/common/util/concurrent/Executors.java,100.00
src/com/google/common/util/concurrent/NamingThreadFactory.java,100.00
src/com/google/common/annotations/VisibleForTesting.java,100.00
src/com/google/common/collect/ConstrainedMap.java,100.00
src/com/google/common/collect/ExpirationTimer.java,100.00
src/com/google/common/collect/NullOutputException.java,100.00
guava.iml,100.00
guava.ipr,100.00
