Field,Value
+08:00,21
+09:00,14
+11:00,1
-03:00,6
-04:00,23
-05:00,36
-06:00,13
-07:00,110
-08:00,43
,
Contributors Experience,Average across 3070 files: 83.14%
File,Top Contributor Share (%)
.cvsignore,100.00
NEWS,100.00
ccmain/blobcmp.h,100.00
ccmain/callnet.cpp,100.00
ccmain/expandblob.cpp,100.00
ccmain/expandblob.h,100.00
ccmain/imgscale.h,100.00
ccmain/paircmp.h,100.00
ccmain/scaleimg.h,100.00
ccmain/tessembedded.h,100.00
