Project Name,Author,Total Commits,Total PRs,Total Issues,Total Code Reviews,Total CI/CD Runs,Total Deployments,Total Contributors,Bug Fix Commit Count,Defect Density (Bugs per LOC),Failed Build/Test Rate,Lead Time for Changes (hours),Deployment Frequency,Code Churn per PR,Issue Re-opening Rate,CI/CD Success Rate,Avg PR Merge Time (hours),Avg Issue Resolution Time (hours)
ansible,Gustavo Braganca,4,60,60,60,0,0,30,43122,67.97409695112913,0.0333333333333332,43.76363425555556,0.0,10.258064516129032,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Gustavo Muniz do Carmo,16,120,120,120,0,0,30,86244,16185.76462395543,0.0333333333333332,43.76363425555556,0.0,2.8870967741935485,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Guy Templeton,1,30,30,30,0,0,30,21561,2395.6666666666665,0.0333333333333332,43.76363425555556,0.0,0.2580645161290322,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,GwenaelPellenArkeup,1,30,30,30,0,0,30,21561,38.29662522202487,0.0333333333333332,43.76363425555556,0.0,18.12903225806452,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Gyorgy Nadaban,4,60,60,60,0,0,30,43122,10895.186170212766,0.0333333333333332,43.76363425555556,0.0,1.5,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Gyorgy Szombathelyi,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Günter Grodotzki,1,30,30,30,0,0,30,21561,1658.5384615384614,0.0333333333333332,43.76363425555556,0.0,0.3870967741935484,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,HAMSIK Adam,36,180,180,180,0,0,30,129366,inf,0.0333333333333332,43.76363425555556,0.0,0.3010752688172043,695.516129032258,0.00011590727418065549,0.003824934496402878,0.0014225036637356783
ansible,HD650,9,90,90,90,0,0,30,64683,11499.199999999999,0.0333333333333332,43.76363425555556,0.0,0.10752688172043011,695.516129032258,5.7953637090327744e-05,0.001912467248201439,0.0007112518318678391
ansible,HPLogsdon,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hagai Kariti,121,330,330,330,0,0,30,237171,inf,0.0333333333333332,43.76363425555556,0.0,0.1964809384164223,695.516129032258,0.00021249666933120172,0.007012379910071942,0.00260792338351541
ansible,Hagen Kuehn,4,60,60,60,0,0,30,43122,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hai Cao,1,30,30,30,0,0,30,21561,11.879338842975208,0.0333333333333332,43.76363425555556,0.0,58.516129032258064,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Haidara Mohamed El Mouctar,4,60,60,60,0,0,30,43122,16170.75,0.0333333333333332,43.76363425555556,0.0,0.0161290322580645,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hamid Rasti,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hana Belay,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Haneef Ali,1,30,30,30,0,0,30,21561,37.30276816608997,0.0333333333333332,43.76363425555556,0.0,18.61290322580645,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hannes Ljungberg,2500,1500,1500,1500,0,0,30,1078050,inf,0.0333333333333332,43.76363425555556,0.0,4.956774193548387,695.516129032258,0.0009658939515054624,0.03187445413669065,0.011854197197797319
ansible,Hans Jerry Illikainen,4,60,60,60,0,0,30,43122,74.9398134465107,0.0333333333333332,43.76363425555556,0.0,9.451612903225806,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hans-Joachim Kliemeck,1156,1020,1020,1020,0,0,30,733074,7241.503029795264,0.0333333333333332,43.76363425555556,0.0,0.8567362428842504,695.516129032258,0.0006568078870237145,0.021674628812949643,0.008060854094502176
ansible,Hao,1,30,30,30,0,0,30,21561,2695.125,0.0333333333333332,43.76363425555556,0.0,0.2258064516129032,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Haofan Wang,9,90,90,90,0,0,30,64683,3528.1636363636367,0.0333333333333332,43.76363425555556,0.0,0.19354838709677416,695.516129032258,5.7953637090327744e-05,0.001912467248201439,0.0007112518318678391
ansible,Harald Albers,36,180,180,180,0,0,30,129366,13894.866666666667,0.0333333333333332,43.76363425555556,0.0,0.053763440860215034,695.516129032258,0.00011590727418065549,0.003824934496402878,0.0014225036637356783
ansible,Harald Skoglund,1,30,30,30,0,0,30,21561,1437.4,0.0333333333333332,43.76363425555556,0.0,0.4516129032258064,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hari Krishna Dara,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Haridas N,1,30,30,30,0,0,30,21561,449.1875,0.0333333333333332,43.76363425555556,0.0,1.5161290322580645,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Harilou,1,30,30,30,0,0,30,21561,5390.25,0.0333333333333332,43.76363425555556,0.0,0.0967741935483871,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Harlan Lieberman-Berg,49,210,210,210,0,0,30,150927,14899.113413304252,0.0333333333333332,43.763634255555566,0.0,1.216589861751152,695.5161290322582,0.00013522515321076473,0.004462423579136691,0.0016595876076916244
ansible,Harm Geerts,1,30,30,30,0,0,30,21561,253.65882352941176,0.0333333333333332,43.76363425555556,0.0,2.7096774193548385,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Harnek Sidhu,1,30,30,30,0,0,30,21561,63.97922848664688,0.0333333333333332,43.76363425555556,0.0,10.838709677419354,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Harold Spencer Jr,1,30,30,30,0,0,30,21561,1134.7894736842106,0.0333333333333332,43.76363425555556,0.0,0.5806451612903226,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Harri Hämäläinen,9,90,90,90,0,0,30,64683,8996.793557168783,0.0333333333333332,43.76363425555556,0.0,5.946236559139785,695.516129032258,5.7953637090327744e-05,0.001912467248201439,0.0007112518318678391
ansible,Harris Dimitriou,1,30,30,30,0,0,30,21561,1960.090909090909,0.0333333333333332,43.76363425555556,0.0,0.3225806451612903,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Harrison Gu,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Harshil Patel,64,240,240,240,0,0,30,172488,1950.69187144408,0.0333333333333332,43.76363425555556,0.0,3.2983870967741935,695.516129032258,0.000154543032240874,0.005099912661870504,0.001896671551647571
ansible,Harshvardhan Sharma,4,60,60,60,0,0,30,43122,829.2692307692307,0.0333333333333332,43.76363425555556,0.0,0.8064516129032258,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hartmut Goebel,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hasegawa Takuya,1,30,30,30,0,0,30,21561,1437.4,0.0333333333333332,43.76363425555556,0.0,0.4516129032258064,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,HaydenB,1,30,30,30,0,0,30,21561,inf,0.0333333333333332,43.76363425555556,0.0,-0.032258064516129,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,He Guimin,1,30,30,30,0,0,30,21561,14.21292023731048,0.0333333333333332,43.76363425555556,0.0,48.903225806451616,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hector Acosta,36,180,180,180,0,0,30,129366,8224.373929357222,0.0333333333333332,43.76363425555556,0.0,1.4838709677419353,695.516129032258,0.00011590727418065549,0.003824934496402878,0.0014225036637356783
ansible,Heikki Hokkanen,4,60,60,60,0,0,30,43122,3234.1499999999996,0.0333333333333332,43.76363425555556,0.0,0.2096774193548387,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Helder Garcia,1,30,30,30,0,0,30,21561,-21561.0,0.0333333333333332,43.76363425555556,0.0,-0.064516129032258,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,HelenaTian,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Helge Sychla,4,60,60,60,0,0,30,43122,0.0,0.0333333333333332,43.76363425555556,0.0,-0.032258064516129,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Helio Campos Mello de Andrade,4,60,60,60,0,0,30,43122,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hendrik Schneider,676,780,780,780,0,0,30,560586,5210.706897371787,0.0333333333333332,43.76363425555556,0.0,2.2866004962779156,695.516129032258,0.0005022648547828404,0.01657471615107914,0.006164182542854605
ansible,Henk Wiedig,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,HenkoR,4,60,60,60,0,0,30,43122,631.5848484848484,0.0333333333333332,43.76363425555556,0.0,5.580645161290323,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hennadiy (Gena) Verkh,9,90,90,90,0,0,30,64683,inf,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,5.7953637090327744e-05,0.001912467248201439,0.0007112518318678391
ansible,Henri Salo,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Henrik Danielsson,4,60,60,60,0,0,30,43122,2245.9375,0.0333333333333332,43.76363425555556,0.0,0.29032258064516125,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Henrik Wallström,9,90,90,90,0,0,30,64683,2880.7249793899423,0.0333333333333332,43.76363425555556,0.0,13.118279569892472,695.516129032258,5.7953637090327744e-05,0.001912467248201439,0.0007112518318678391
ansible,Henrique Rodrigues,16,120,120,120,0,0,30,86244,5513.598467387171,0.0333333333333332,43.76363425555556,0.0,3.225806451612903,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Henry Finucane,169,390,390,390,0,0,30,280293,9473.621573163678,0.0333333333333332,43.76363425555556,0.0,0.2009925558312655,695.516129032258,0.0002511324273914202,0.00828735807553957,0.0030820912714273024
ansible,Henry Graham,25,150,150,150,0,0,30,107805,-467.1549999999999,0.0333333333333332,43.76363425555556,0.0,0.4387096774193549,695.516129032258,9.658939515054624e-05,0.003187445413669065,0.0011854197197797317
ansible,Henry Todd,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Henryk Konsek,1,30,30,30,0,0,30,21561,88.36475409836065,0.0333333333333332,43.76363425555556,0.0,7.838709677419355,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Herby Gillot,121,330,330,330,0,0,30,237171,8950.187264196296,0.0333333333333332,43.76363425555556,0.0,0.5894428152492668,695.516129032258,0.00021249666933120172,0.007012379910071942,0.00260792338351541
ansible,Herman van Rink,4,60,60,60,0,0,30,43122,1614.1925133689838,0.0333333333333332,43.76363425555556,0.0,0.4193548387096774,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hernandes B. de Sousa,1,30,30,30,0,0,30,21561,7187.0,0.0333333333333332,43.76363425555556,0.0,0.064516129032258,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,HeroCC,1,30,30,30,0,0,30,21561,5390.25,0.0333333333333332,43.76363425555556,0.0,0.0967741935483871,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hervé Beraud,16,120,120,120,0,0,30,86244,7443.678571428572,0.0333333333333332,43.76363425555556,0.0,0.19354838709677416,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Heusini,1,30,30,30,0,0,30,21561,1078.05,0.0333333333333332,43.76363425555556,0.0,0.6129032258064516,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hideki Ikemoto,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hideki Saito,144,360,360,360,0,0,30,258732,3803.416735532612,0.0333333333333332,43.76363425555556,0.0,0.9704301075268816,695.516129032258,0.00023181454836131098,0.007649868992805756,0.0028450073274713565
ansible,Hidetoshi Hirokawa,4,60,60,60,0,0,30,43122,10885.16504854369,0.0333333333333332,43.76363425555556,0.0,1.6451612903225805,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hilco Prevos,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hillel Antonov,36,180,180,180,0,0,30,129366,389.4594077555698,0.0333333333333332,43.76363425555556,0.0,1.7419354838709677,695.516129032258,0.00011590727418065549,0.003824934496402878,0.0014225036637356783
ansible,Him You Ten,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hiroaki Nakamura,2601,1530,1530,1530,0,0,30,1099611,inf,0.0333333333333332,43.76363425555555,0.0,1.0145477545857053,695.516129032258,0.0009852118305355717,0.03251194321942446,0.012091281141753264
ansible,Hiroki Kobayashi,4,60,60,60,0,0,30,43122,10241.475,0.0333333333333332,43.76363425555556,0.0,-0.3387096774193548,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hiroshi Umehara,4,60,60,60,0,0,30,43122,12128.0625,0.0333333333333332,43.76363425555556,0.0,0.1129032258064516,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hiroyuki Matsuo,1,30,30,30,0,0,30,21561,61.779369627507165,0.0333333333333332,43.76363425555556,0.0,11.225806451612904,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hirshr,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hofer-Julian,4,60,60,60,0,0,30,43122,16170.75,0.0333333333333332,43.76363425555556,0.0,0.0161290322580645,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Holger Dörner,9,90,90,90,0,0,30,64683,1061.9247849337362,0.0333333333333332,43.76363425555556,0.0,0.6344086021505376,695.516129032258,5.7953637090327744e-05,0.001912467248201439,0.0007112518318678391
ansible,Homme Zwaagstra,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Horie Issei,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Horst Gutmann,1,30,30,30,0,0,30,21561,224.59375,0.0333333333333332,43.76363425555556,0.0,3.064516129032258,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hoshiyo,1,30,30,30,0,0,30,21561,4312.2,0.0333333333333332,43.76363425555556,0.0,0.1290322580645161,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hossein Torabi,9,90,90,90,0,0,30,64683,14479.691176470587,0.0333333333333332,43.76363425555556,0.0,0.7204301075268816,695.516129032258,5.7953637090327744e-05,0.001912467248201439,0.0007112518318678391
ansible,Howard Oettle,4,60,60,60,0,0,30,43122,1599.3049450549452,0.0333333333333332,43.76363425555556,0.0,0.4032258064516129,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hrishikesh Mishra,16,120,120,120,0,0,30,86244,inf,0.0333333333333332,43.76363425555556,0.0,0.016129032258064523,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Hu Shuai,4,60,60,60,0,0,30,43122,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Huang-Huang Bao,121,330,330,330,0,0,30,237171,5261.25357805038,0.0333333333333332,43.76363425555556,0.0,3.8357771260997064,695.516129032258,0.00021249666933120172,0.007012379910071942,0.00260792338351541
ansible,Hubert Feyrer,16,120,120,120,0,0,30,86244,13565.4625,0.0333333333333332,43.76363425555556,0.0,0.4838709677419355,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Hublerho,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hugh Ma,25,150,150,150,0,0,30,107805,8819.735797650606,0.0333333333333332,43.76363425555556,0.0,3.432258064516129,695.516129032258,9.658939515054624e-05,0.003187445413669065,0.0011854197197797317
ansible,Hugh Saunders,16,120,120,120,0,0,30,86244,989.2406209703418,0.0333333333333332,43.76363425555556,0.0,1.0725806451612903,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Hugo Chargois,1,30,30,30,0,0,30,21561,10780.5,0.0333333333333332,43.76363425555556,0.0,0.032258064516129,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hugo van Kemenade,4,60,60,60,0,0,30,43122,12577.25,0.0333333333333332,43.76363425555556,0.0,0.08064516129032255,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Humberto Nanni,4,60,60,60,0,0,30,43122,6160.285714285715,0.0333333333333332,43.76363425555556,0.0,0.2258064516129032,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Hungtsetse,1,30,30,30,0,0,30,21561,2695.125,0.0333333333333332,43.76363425555556,0.0,0.2258064516129032,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Hunter Lannon,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,HyungCheol Kim,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Håkon Solbjørg,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,IMMORTALxJO,1,30,30,30,0,0,30,21561,385.0178571428572,0.0333333333333332,43.76363425555556,0.0,1.7741935483870968,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,IMvision12,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Iago Garrido,1,30,30,30,0,0,30,21561,1960.090909090909,0.0333333333333332,43.76363425555556,0.0,0.3225806451612903,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Iain Foulds,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ian Babrou,9,90,90,90,0,0,30,64683,15811.4,0.0333333333333332,43.76363425555556,0.0,0.04301075268817203,695.516129032258,5.7953637090327744e-05,0.001912467248201439,0.0007112518318678391
ansible,Ian Clegg,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ian Cordasco,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ian Dotson,4,60,60,60,0,0,30,43122,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Ian Levesque,9,90,90,90,0,0,30,64683,1711.1904761904764,0.0333333333333332,43.76363425555556,0.0,0.3870967741935483,695.516129032258,5.7953637090327744e-05,0.001912467248201439,0.0007112518318678391
ansible,Ian Miell,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ids van der Molen,1,30,30,30,0,0,30,21561,3080.1428571428573,0.0333333333333332,43.76363425555556,0.0,0.1935483870967742,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ievgen Khmelenko,1,30,30,30,0,0,30,21561,103.16267942583733,0.0333333333333332,43.76363425555556,0.0,6.709677419354839,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Igor (Tsigankov) Eyrich,1,30,30,30,0,0,30,21561,75.3881118881119,0.0333333333333332,43.76363425555556,0.0,9.193548387096774,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Igor Galić,4,60,60,60,0,0,30,43122,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Igor Gnatenko,16,120,120,120,0,0,30,86244,5757.743102765233,0.0333333333333332,43.76363425555556,0.0,-4.338709677419355,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Igor Khomyakov,16,120,120,120,0,0,30,86244,770.0357142857143,0.0333333333333332,43.76363425555556,0.0,0.08064516129032255,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Igor Simonov,1,30,30,30,0,0,30,21561,inf,0.0333333333333332,43.76363425555556,0.0,-0.032258064516129,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Igor Vuk,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Iheanacho Amarachi Sharon,1,30,30,30,0,0,30,21561,10780.5,0.0333333333333332,43.76363425555556,0.0,0.032258064516129,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ihor Borodin,1,30,30,30,0,0,30,21561,3080.1428571428573,0.0333333333333332,43.76363425555556,0.0,0.1935483870967742,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ihor Dvoretskyi,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Iiro Uusitalo,16,120,120,120,0,0,30,86244,8216.047727272728,0.0333333333333332,43.76363425555556,0.0,0.1693548387096774,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Ikko Eltociear Ashimine,196,420,420,420,0,0,30,301854,21561.0,0.0333333333333332,43.763634255555566,0.0,0.0,695.5161290322582,0.00027045030642152947,0.008924847158273382,0.0033191752153832487
ansible,Ikrom,4,60,60,60,0,0,30,43122,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Ikuze,1,30,30,30,0,0,30,21561,3593.5,0.0333333333333332,43.76363425555556,0.0,0.1612903225806451,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ilias Trichopoulos,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ilija Matoski,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ilkka Laukkanen,4,60,60,60,0,0,30,43122,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Illia Krauchanka,1,30,30,30,0,0,30,21561,10780.5,0.0333333333333332,43.76363425555556,0.0,0.032258064516129,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ilnar Salimzianov,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ilya Drey,1,30,30,30,0,0,30,21561,695.516129032258,0.0333333333333332,43.76363425555556,0.0,0.967741935483871,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ilya Epifanov,16,120,120,120,0,0,30,86244,8156.299342105263,0.0333333333333332,43.76363425555556,0.0,0.661290322580645,695.516129032258,7.7271516120437e-05,0.002549956330935252,0.0009483357758237856
ansible,Ilya Novickov,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ilya Reshetnikov,4,60,60,60,0,0,30,43122,11229.6875,0.0333333333333332,43.76363425555556,0.0,0.3709677419354839,695.516129032258,3.86357580602185e-05,0.001274978165467626,0.0004741678879118928
ansible,Ilya Rusalowski,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Ilya Simonenko,1,30,30,30,0,0,30,21561,21561.0,0.0333333333333332,43.76363425555556,0.0,0.0,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Im0,1,30,30,30,0,0,30,21561,2395.6666666666665,0.0333333333333332,43.76363425555556,0.0,0.2580645161290322,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
ansible,Imran Hussain,1,30,30,30,0,0,30,21561,980.0454545454544,0.0333333333333332,43.76363425555556,0.0,0.6774193548387096,695.516129032258,1.931787903010925e-05,0.000637489082733813,0.0002370839439559464
