Field,Value
"AutomatedTester,Kristian Rosenvold",1
"AutomatedTester,Lucas Tierney",1
"Simon Stewart,Sri Harsha",1
"Simon Stewart,Tomer Steinfeld",1
"Simon Stewart,bozdemir84",1
"Simon Stewart,jleyba",1
"Simon Stewart,renovate[bot]",1
"Sri Harsha,Alex Rodionov",1
"Sri Harsha,Simon Mavi Stewart",1
"Simon Stewart,Andreas Tolfsen",1
"Sri Harsha,renovate[bot]",1
"AutomatedTester,Patrick Gansterer",1
"AutomatedTester,Rajendra kadam",1
"AutomatedTester,Valery Yatsynovich",1
"AutomatedTester,dosas",1
"Boni Garcia,Diego Molina",1
"Argo Triwidodo,Puja Jagani",1
"Sriharsha,Alex Rodionov",1
"Sriharsha,Diego Molina",1
"Swastik Baranwal,Simon Benzer",1
"Tamás Buka,Daniel Davison",1
"Thomas Walpole,Alexei Barantsev",1
"Simon Stewart,Shay Dratler",1
"Boni Garcia,renovate[bot]",1
"Boni García,Alex Rodionov",1
"Boni García,Selenium CI Bot",1
"AutomatedTester,Alex",1
"AutomatedTester,Alex Rodionov",1
"AutomatedTester,Alexander Bayandin",1
"AutomatedTester,Brandon Walderman",1
"AutomatedTester,Godefroid Chapelle",1
"AutomatedTester,Jim Evans",1
"AutomatedTester,Kian Meng Ang",1
"Andreas Tolf Tolfsen,Jim Evans",1
"Titus Fortner,AutomatedTester",1
"Titus Fortner,CI Build",1
"Titus Fortner,Lauro Moura",1
"Titus Fortner,Lucas Tierney",1
"Titus Fortner,Manuel Blanco",1
"Titus Fortner,lmtierney",1
"Titus Fortner,renovate[bot]",1
"Sri Harsha,Sriharsha",1
"Andreas Tolfsen,Alex Rodionov",1
"Andreas Tolfsen,AutomatedTester",1
"Andreas Tolfsen,Simon Stewart",1
"Andrey Botalov,Jari Bakken",1
"Ardi,Alex",1
"Alexei Barantsev,Marc Fisher",1
"Tom Trumper,Alexei Barantsev",1
"Tomer Steinfeld,Alexei Barantsev",1
"Tricia Crichton,Alexei Barantsev",1
"Ulf Adams,Simon Stewart",1
"Viet Nguyen Duc,Sri Harsha",1
"Viet Nguyen Duc,Swastik Baranwal",1
"VimalRaj Selvam,Simon Stewart",1
"Yurii Karabas,AutomatedTester",1
"Aslak Hellesoy,Mike Melia",1
"Augustin Gottlieb,Luke Hill",1
"Alexei Barantsev,Sri Harsha",1
"Alexei Barantsev,Tim Sutton",1
"Alexei Barantsev,titusfortner",1
"Andras Hatvani,Haw-bin Chai",1
"Andras Hatvani,Jason Huggins",1
"Andre Wiggins,Nick Schonning",1
"Alexei Barantsev,David Burns",1
"cjayswal,Simon Stewart",1
"dependabot[bot],AutomatedTester",1
"dependabot[bot],Rajendra kadam",1
"glaszig,titusfortner",1
"harsha509,AutomatedTester",1
"ian zhang,Boni Garcia",1
"Titus Fortner,symonk",1
"Andreas Tolf Tolfsen,Luke Inman-Semerau",1
"Andreas Tolf Tolfsen,Simon Stewart",1
"Alexei Barantsev,Dominik Dary",1
"Alexei Barantsev,Doug Simmons",1
"Alexei Barantsev,Glib Briia",1
"Alexei Barantsev,IvanDeMarino",1
"Alexei Barantsev,Jari Bakken",1
"Alexei Barantsev,Jason Leyba",1
"Alexei Barantsev,Jayakumar Chinnappan",1
"Alexei Barantsev,John Chen",1
"Alex Rodionov,Sriharsha",1
"jkohls,Titus Fortner",1
"joerg1985,Simon Stewart",1
"jonahss,Luke Inman-Semerau",1
"kateposener,Jason Juang",1
"Ziyu,Jason Leyba",1
"alexis.j.vuillemin,Simon M Stewart",1
"Alexei Barantsev,Seva Lotoshnikov",1
"titusfortner,dependabot[bot]",1
"Adam Goucher,Dave Hunt",1
"sugama,jamadam",1
"symonk,James Hilliard",1
"symonk,Michael Mintz",1
"symonk,Simon K",1
"symonk,Titus Fortner",1
"titusfortner,EwaMarek",1
"Alex,Ardi",1
"Alex,AutomatedTester",1
"Alex,Jörg Sautter",1
"Alex Rodionov,CI Build",1
"Alex Rodionov,Diego Molina",1
"Alex Rodionov,Lucas Tierney",1
"Alex Rodionov,renovate[bot]",1
"Alex Savchuk,Patrick Gansterer",1
"John Pelly,Alex Rodionov",1
"Jim Evans,AutomatedTester",1
"Jim Evans,Christopher Buttkus",1
"Jordan Mace,Jim Evans",1
"Joshua Bruning,Ahmed Ashour",1
"Jörg Sautter,Viet Nguyen Duc",1
"Jörg Sautter,joerg1985",1
"Kazuhiro NISHIYAMA,titusfortner",1
"Kevin Menard,freynaud",1
"Krishna Suravarapu,Diego Molina",1
"Krishnan Mahadevan,Diego Molina",1
"Jim Evans,Kristian Rosenvold",1
"titusfortner,Simon K",1
"titusfortner,Sriharsha",1
"titusfortner,Tamsil Sajid Amani",1
"titusfortner,Titus",1
,
Committer Timezone Distribution,Unique Timezones: 16
Timezone,Commits
+00:00,16286
+01:00,3930
+02:00,1609
+03:00,2751
+04:00,666
+05:30,743
+06:00,343
+07:00,109
+09:00,38
+10:00,6
-03:00,4
-04:00,638
-05:00,1495
-06:00,750
-07:00,2270
-08:00,1075
,
Contributors Experience,Average across 33654 files: 87.20%
File,Top Contributor Share (%)
doc/selenium-b-architecture.txt,100.00
java/selenium-b.iml,100.00
javascript/TODO.txt,100.00
javascript/cgi-bin/hello.py,100.00
javascript/jsolait/copying.txt,100.00
javascript/jsolait/doc/codecs.xhtml,100.00
javascript/jsolait/doc/crypto.xhtml,100.00
javascript/jsolait/doc/highlight.css,100.00
javascript/jsolait/doc/html.css,100.00
javascript/jsolait/doc/index.xhtml,100.00
